0.000000	0.000000	0.000000	0.000000
0.025133	0.031416	0.037699	0.043982
0.050264	0.062830	0.075396	0.087962
0.075394	0.094242	0.113091	0.131939
0.100520	0.125650	0.150781	0.175911
0.125643	0.157054	0.188465	0.219875
0.150761	0.188451	0.226141	0.263831
0.175872	0.219841	0.263809	0.307777
0.200977	0.251222	0.301466	0.351710
0.226074	0.282593	0.339111	0.395630
0.251162	0.313953	0.376743	0.439534
0.276240	0.345300	0.414360	0.483420
0.301307	0.376634	0.451961	0.527288
0.326362	0.407953	0.489544	0.571134
0.351405	0.439256	0.527107	0.614958
0.376433	0.470542	0.564650	0.658758
0.401447	0.501809	0.602170	0.702532
0.426445	0.533056	0.639667	0.746278
0.451426	0.564282	0.677138	0.789995
0.476389	0.595486	0.714583	0.833680
0.501333	0.626666	0.751999	0.877333
0.526257	0.657822	0.789386	0.920951
0.551161	0.688951	0.826742	0.964532
0.576043	0.720054	0.864065	1.008075
0.600902	0.751128	0.901354	1.051579
0.625738	0.782172	0.938607	1.095041
0.650549	0.813186	0.975823	1.138460
0.675334	0.844167	1.013001	1.181834
0.700092	0.875115	1.050138	1.225161
0.724823	0.906029	1.087235	1.268440
0.749525	0.936907	1.124288	1.311669
0.774198	0.967747	1.161297	1.354846
0.798840	0.998550	1.198260	1.397970
0.823450	1.029313	1.235176	1.441038
0.848028	1.060036	1.272043	1.484050
0.872573	1.090716	1.308859	1.527003
0.897083	1.121354	1.345625	1.569895
0.921558	1.151947	1.382337	1.612726
0.945996	1.182495	1.418994	1.655493
0.970397	1.212996	1.455595	1.698195
0.994760	1.243449	1.492139	1.740829
1.019083	1.273854	1.528624	1.783395
1.043366	1.304208	1.565049	1.825891
1.067608	1.334510	1.601412	1.868314
1.091808	1.364760	1.637712	1.910664
1.115964	1.394956	1.673947	1.952938
1.140077	1.425096	1.710116	1.995135
1.164145	1.455181	1.746217	2.037253
1.188166	1.485208	1.782249	2.079291
1.212141	1.515176	1.818212	2.121247
1.236068	1.545085	1.854102	2.163119
1.259946	1.574933	1.889919	2.204906
1.283774	1.604718	1.925662	2.246605
1.307552	1.634440	1.961328	2.288216
1.331278	1.664098	1.996917	2.329737
1.354952	1.693690	2.032428	2.371165
1.378572	1.723215	2.067858	2.412500
1.402137	1.752672	2.103206	2.453740
1.425648	1.782059	2.138471	2.494883
1.449101	1.811377	2.173652	2.535928
1.472498	1.840623	2.208747	2.576872
1.495837	1.869796	2.243755	2.617714
1.519116	1.898895	2.278675	2.658454
1.542336	1.927920	2.313504	2.699088
1.565495	1.956868	2.348242	2.739616
1.588592	1.985739	2.382887	2.780035
1.611626	2.014532	2.417439	2.820345
1.634596	2.043245	2.451894	2.860544
1.657502	2.071878	2.486253	2.900629
1.680343	2.100429	2.520514	2.940600
1.703117	2.128896	2.554676	2.980455
1.725824	2.157280	2.588736	3.020192
1.748463	2.185579	2.622695	3.059810
1.771033	2.213791	2.656549	3.099308
1.793533	2.241916	2.690299	3.138683
1.815962	2.269952	2.723943	3.177933
1.838319	2.297899	2.757479	3.217059
1.860604	2.325755	2.790906	3.256058
1.882816	2.353520	2.824224	3.294928
1.904953	2.381191	2.857429	3.333667
1.927015	2.408768	2.890522	3.372276
1.949001	2.436251	2.923501	3.410751
1.970909	2.463637	2.956364	3.449091
1.992740	2.490926	2.989111	3.487296
2.014493	2.518116	3.021739	3.525362
2.036166	2.545207	3.054248	3.563290
2.057758	2.572198	3.086637	3.601077
2.079269	2.599087	3.118904	3.638721
2.100699	2.625873	3.151048	3.676222
2.122045	2.652556	3.183067	3.713578
2.143307	2.679134	3.214961	3.750788
2.164485	2.705606	3.246728	3.787849
2.185577	2.731972	3.278366	3.824760
2.206583	2.758229	3.309875	3.861521
2.227502	2.784378	3.341254	3.898129
2.248334	2.810417	3.372500	3.934584
2.269076	2.836345	3.403614	3.970883
2.289729	2.862161	3.434593	4.007025
2.310291	2.887864	3.465436	4.043009
2.330762	2.913452	3.496143	4.078833
2.351141	2.938926	3.526712	4.114497
2.371427	2.964284	3.557141	4.149998
2.391620	2.989525	3.587430	4.185335
2.411718	3.014648	3.617577	4.220507
2.431721	3.039651	3.647582	4.255512
2.451628	3.064535	3.677442	4.290349
2.471438	3.089298	3.707158	4.325017
2.491151	3.113939	3.736727	4.359514
2.510765	3.138457	3.766148	4.393840
2.530281	3.162851	3.795421	4.427991
2.549696	3.187120	3.824544	4.461968
2.569011	3.211263	3.853516	4.495769
2.588224	3.235280	3.882336	4.529392
2.607335	3.259169	3.911002	4.562836
2.626343	3.282929	3.939515	4.596100
2.645247	3.306559	3.967871	4.629183
2.664047	3.330059	3.996071	4.662083
2.682742	3.353428	4.024113	4.694799
2.701331	3.376664	4.051997	4.727330
2.719814	3.399767	4.079720	4.759674
2.738188	3.422736	4.107283	4.791830
2.756455	3.445569	4.134683	4.823797
2.774613	3.468267	4.161920	4.855573
2.792662	3.490827	4.188993	4.887158
2.810600	3.513250	4.215900	4.918550
2.828427	3.535534	4.242641	4.949747
2.846143	3.557678	4.269214	4.980750
2.863746	3.579682	4.295619	5.011555
2.881236	3.601545	4.321854	5.042163
2.898613	3.623266	4.347919	5.072572
2.915875	3.644843	4.373812	5.102780
2.933021	3.666277	4.399532	5.132787
2.950052	3.687566	4.425079	5.162592
2.966967	3.708709	4.450451	5.192192
2.983765	3.729706	4.475647	5.221588
3.000444	3.750555	4.500666	5.250777
3.017006	3.771257	4.525508	5.279760
3.033448	3.791810	4.550171	5.308533
3.049770	3.812213	4.574655	5.337098
3.065972	3.832465	4.598958	5.365451
3.082053	3.852566	4.623079	5.393593
3.098012	3.872515	4.647018	5.421521
3.113849	3.892312	4.670774	5.449236
3.129563	3.911954	4.694345	5.476736
3.145154	3.931442	4.717731	5.504019
3.160620	3.950775	4.740930	5.531085
3.175962	3.969952	4.763942	5.557933
3.191178	3.988972	4.786767	5.584561
3.206268	4.007835	4.809402	5.610969
3.221232	4.026539	4.831847	5.637155
3.236068	4.045085	4.854102	5.663119
3.250777	4.063471	4.876165	5.688859
3.265357	4.081696	4.898036	5.714375
3.279808	4.099761	4.919713	5.739665
3.294130	4.117663	4.941196	5.764728
3.308322	4.135403	4.962483	5.789564
3.322384	4.152979	4.983575	5.814171
3.336314	4.170392	5.004471	5.838549
3.350112	4.187640	5.025168	5.862696
3.363778	4.204723	5.045667	5.886612
3.377312	4.221640	5.065968	5.910295
3.390712	4.238390	5.086068	5.933746
3.403978	4.254972	5.105967	5.956961
3.417110	4.271387	5.125665	5.979942
3.430107	4.287633	5.145160	6.002687
3.442968	4.303710	5.164452	6.025194
3.455694	4.319617	5.183541	6.047464
3.468283	4.335354	5.202424	6.069495
3.480735	4.350919	5.221103	6.091286
3.493050	4.366312	5.239575	6.112837
3.505227	4.381533	5.257840	6.134147
3.517265	4.396582	5.275898	6.155214
3.529165	4.411456	5.293747	6.176039
3.540925	4.426157	5.311388	6.196619
3.552546	4.440682	5.328819	6.216955
3.564026	4.455033	5.346039	6.237046
3.575366	4.469207	5.363049	6.256890
3.586564	4.483205	5.379846	6.276487
3.597621	4.497026	5.396432	6.295837
3.608536	4.510670	5.412804	6.314938
3.619308	4.524135	5.428962	6.333789
3.629938	4.537422	5.444907	6.352391
3.640424	4.550530	5.460636	6.370742
3.650766	4.563458	5.476150	6.388841
3.660965	4.576206	5.491447	6.406688
3.671019	4.588773	5.506528	6.424282
3.680927	4.601159	5.521391	6.441623
3.690691	4.613364	5.536036	6.458709
3.700309	4.625386	5.550463	6.475540
3.709781	4.637226	5.564671	6.492116
3.719106	4.648882	5.578659	6.508435
3.728284	4.660356	5.592427	6.524498
3.737316	4.671645	5.605974	6.540303
3.746200	4.682749	5.619299	6.555849
3.754935	4.693669	5.632403	6.571137
3.763523	4.704404	5.645285	6.586165
3.771962	4.714953	5.657943	6.600934
3.780252	4.725315	5.670378	6.615442
3.788393	4.735492	5.682590	6.629688
3.796385	4.745481	5.694577	6.643673
3.804226	4.755283	5.706339	6.657396
3.811917	4.764897	5.717876	6.670855
3.819458	4.774323	5.729187	6.684052
3.826848	4.783560	5.740272	6.696984
3.834087	4.792609	5.751131	6.709653
3.841175	4.801468	5.761762	6.722056
3.848111	4.810138	5.772166	6.734194
3.854895	4.818618	5.782342	6.746066
3.861527	4.826908	5.792290	6.757671
3.868006	4.835007	5.802009	6.769010
3.874333	4.842916	5.811499	6.780082
3.880506	4.850633	5.820760	6.790886
3.886527	4.858159	5.829790	6.801422
3.892394	4.865493	5.838591	6.811690
3.898107	4.872634	5.847161	6.821688
3.903667	4.879584	5.855501	6.831417
3.909072	4.886341	5.863609	6.840877
3.914324	4.892905	5.871485	6.850066
3.919420	4.899275	5.879130	6.858985
3.924362	4.905453	5.886543	6.867634
3.929149	4.911436	5.893724	6.876011
3.933781	4.917226	5.900671	6.884116
3.938257	4.922822	5.907386	6.891950
3.942578	4.928223	5.913868	6.899512
3.946744	4.933430	5.920116	6.906802
3.950753	4.938442	5.926130	6.913818
3.954607	4.943259	5.931910	6.920562
3.958304	4.947881	5.937457	6.927033
3.961846	4.952307	5.942769	6.933230
3.965231	4.956538	5.947846	6.939153
3.968459	4.960574	5.952688	6.944803
3.971530	4.964413	5.957296	6.950178
3.974445	4.968057	5.961668	6.955279
3.977203	4.971504	5.965805	6.960106
3.979804	4.974755	5.969706	6.964657
3.982248	4.977810	5.973372	6.968934
3.984534	4.980668	5.976802	6.972935
3.986664	4.983330	5.979996	6.976661
3.988636	4.985795	5.982953	6.980112
3.990450	4.988063	5.985675	6.983288
3.992107	4.990134	5.988160	6.986187
3.993606	4.992008	5.990409	6.988811
3.994948	4.993685	5.992422	6.991159
3.996132	4.995165	5.994198	6.993231
3.997158	4.996447	5.995737	6.995026
3.998026	4.997533	5.997039	6.996546
3.998737	4.998421	5.998105	6.997789
3.999289	4.999112	5.998934	6.998756
3.999684	4.999605	5.999526	6.999447
3.999921	4.999901	5.999882	6.999862
4.000000	5.000000	6.000000	7.000000
3.999921	4.999901	5.999882	6.999862
3.999684	4.999605	5.999526	6.999447
3.999289	4.999112	5.998934	6.998756
3.998737	4.998421	5.998105	6.997789
3.998026	4.997533	5.997039	6.996546
3.997158	4.996447	5.995737	6.995026
3.996132	4.995165	5.994198	6.993231
3.994948	4.993685	5.992422	6.991159
3.993606	4.992008	5.990409	6.988811
3.992107	4.990134	5.988160	6.986187
3.990450	4.988063	5.985675	6.983288
3.988636	4.985795	5.982953	6.980112
3.986664	4.983330	5.979996	6.976661
3.984534	4.980668	5.976802	6.972935
3.982248	4.977810	5.973372	6.968934
3.979804	4.974755	5.969706	6.964657
3.977203	4.971504	5.965805	6.960106
3.974445	4.968057	5.961668	6.955279
3.971530	4.964413	5.957296	6.950178
3.968459	4.960574	5.952688	6.944803
3.965231	4.956538	5.947846	6.939153
3.961846	4.952307	5.942769	6.933230
3.958304	4.947881	5.937457	6.927033
