0.311148	0.625000	0.523613
0.321319	0.720220	0.626281
0.361922	0.776119	0.848836
0.399642	0.852840	1.033591
0.398841	0.849236	1.092853
0.361041	1.016453	1.105186
0.393235	0.930842	1.093254
0.292489	1.171416	0.523613
0.582074	0.844431	0.331169
0.864612	0.832418	0.611946
0.599933	1.172698	0.671609
0.631647	1.071311	0.818404
0.530820	1.179264	1.014611
0.459465	1.019176	0.575427
0.477003	0.819605	0.434799
0.469876	0.755137	0.504632
0.496144	1.071951	0.672890
0.644460	0.808713	0.702762
0.627082	1.075715	0.488455
0.714374	1.545811	0.365285
0.751933	1.540846	0.434478
0.719419	1.584973	0.922033
0.800705	1.771410	1.195842
0.863731	1.645597	1.286097
0.918910	1.558305	1.435775
0.908739	1.517301	1.436016
0.670568	1.670103	1.437457
0.409172	1.832434	1.421120
0.597450	1.756193	1.452353
0.748250	1.573601	1.449229
0.907057	1.527232	1.434414
0.789333	1.585934	1.378355
0.383705	1.773011	1.430089
0.491338	1.377874	1.465326
0.880629	1.163808	1.352888
0.851639	1.223631	1.225714
1.123526	1.224672	1.062822
1.078438	1.207214	0.889999
0.546597	1.215783	0.995631
0.512160	1.311244	0.992187
0.676654	1.292344	0.825611
0.671128	1.247897	0.596169
0.738239	1.226995	0.597370
0.672730	1.215463	0.650707
0.670648	1.162206	0.679297
0.556607	1.139783	0.647824
0.585918	1.117840	0.704443
0.614589	1.125688	0.762745
0.635170	1.121443	0.692991
0.604338	1.165410	0.690589
0.381302	1.136980	0.720060
0.302499	1.163488	0.649345
0.225538	1.167012	0.682740
0.303300	1.109110	0.673851
0.586159	1.210337	0.663520
0.638774	1.116318	0.721341
0.450976	1.082683	0.696515
0.392114	1.124887	0.728469
0.395637	1.120322	0.725746
0.395557	1.119201	0.690348
0.450655	1.125768	0.679297
0.361121	1.027745	0.697796
0.411414	1.096697	0.707406
0.552523	1.075315	0.732233
0.557088	1.037034	0.754496
0.392915	1.037995	0.729430
0.457783	1.176141	0.737999
0.528337	1.136900	0.679617
0.486854	1.133696	0.725746
0.532422	1.261992	0.723664
0.576949	1.231880	0.679057
0.410133	1.140023	0.697316
0.394276	1.178544	0.707086
0.452497	1.227555	0.731752
0.371532	1.115197	0.729270
0.398761	1.016052	0.853561
0.678896	0.994429	0.854442
0.822728	1.068027	0.762825
0.673691	1.053932	0.795099
0.673451	1.028946	0.847394
0.653349	1.160284	0.503752
0.647343	1.491434	0.649666
0.648705	1.403741	0.554445
0.772996	0.964718	0.505754
0.489737	1.163248	0.503511
0.630686	1.163648	0.459305
0.711491	1.129292	0.664241
0.645261	1.219067	0.671288
0.546597	1.227315	0.760102
0.466672	1.177182	0.597290
0.397720	1.171656	0.537627
0.655191	1.348083	0.731192
0.809114	0.912583	0.732793
0.863091	0.842909	0.560531
0.601375	0.849396	0.772355
0.631486	1.223952	0.484932
0.719740	1.118160	0.721982
0.654070	1.208736	0.616671
0.634690	0.924916	0.701000
0.309707	0.645421	0.690749
0.360320	0.808393	0.806791
0.371612	0.782366	0.809835
0.477804	0.757379	0.885274
0.383304	0.784528	1.096617
0.457943	0.992027	0.909700
0.451376	1.128491	1.021258
0.410373	1.071871	0.765067
0.514563	0.770994	0.771314
0.903614	0.815441	0.849396
0.545956	0.851639	0.533863
0.457222	1.104065	0.558209
0.311869	1.116558	0.800705
0.372733	1.041119	0.526415
0.459225	1.120482	0.359199
0.399001	0.982977	0.308986
0.509277	0.909700	0.342461
0.550281	0.811837	0.472278
0.577750	1.034392	0.447132
0.731352	1.561108	0.192863
0.731272	1.545331	0.215207
0.751133	1.580168	0.458824
0.880950	1.709024	1.227555
0.873342	1.616366	1.253183
0.825691	1.576083	1.344559
0.728549	1.557183	1.447388
0.536907	1.572399	1.447868
0.753695	1.698453	1.318051
0.787491	1.761479	1.363379
0.783327	1.729125	1.405824
0.782926	1.642233	1.329663
0.878948	1.568716	1.328142
1.009485	1.725201	1.344319
1.052250	1.535320	1.405183
1.093734	1.202329	1.345039
1.188234	1.259509	1.213781
1.058577	1.284576	1.271202
0.753856	1.224112	1.041679
0.726226	1.159644	0.909780
0.634770	1.179745	1.035353
0.641737	1.165810	0.810315
0.744005	1.113675	0.572544
0.719820	1.139943	0.618513
0.790935	1.190957	0.597771
0.808313	1.167252	0.619394
0.671128	1.163007	0.671689
0.608662	1.164449	0.696034
0.608422	1.200167	0.648624
0.555726	1.159964	0.639655
0.626841	1.109191	0.644700
0.597210	1.119842	0.723503
0.450335	1.067467	0.703562
0.529138	1.016132	0.730711
0.537948	1.062501	0.724384
0.459225	1.142906	0.650066
0.631406	1.105266	0.720941
0.710930	1.082683	0.704043
0.457623	1.128251	0.721341
0.329888	1.124647	0.763145
0.358879	1.075955	0.734075
0.418622	1.073313	0.715495
0.475161	1.034712	0.703162
0.427511	1.071551	0.705725
0.341500	1.085245	0.724384
0.490538	1.074354	0.731672
0.516085	1.115757	0.720140
0.475882	1.128171	0.679537
0.382103	1.106147	0.755858
0.450015	1.067066	0.720300
0.574947	1.086607	0.750972
0.626922	1.177262	0.766589
0.637493	1.183028	0.754336
0.631647	1.187033	0.681299
0.471477	1.142906	0.766989
